SID,DeviceID,ObservationTimestp,LocalTimestp,AirTemperature,BarometricPressure,RelativeHumidity
2024-09-28T11:45:54Z_18zua9muwbb,18zua9muwbb,9/28/2024 11:45:54 ,28/09/2024 7:45,14.92,1025.09,69.27
2024-09-28T12:01:17Z_18zua9muwbb,18zua9muwbb,9/28/2024 12:01:17 ,28/09/2024 8:01,14.77,1025.27,72.03
2024-09-28T12:16:39Z_18zua9muwbb,18zua9muwbb,9/28/2024 12:16:39 ,28/09/2024 8:16,14.64,1025.42,70.46
2024-09-28T12:32:23Z_18zua9muwbb,18zua9muwbb,9/28/2024 12:32:23 ,28/09/2024 8:32,14.39,1025.53,74.23
2024-09-28T12:47:55Z_18zua9muwbb,18zua9muwbb,9/28/2024 12:47:55 ,28/09/2024 8:47,14.22,1025.61,72.75
2024-09-28T13:18:59Z_18zua9muwbb,18zua9muwbb,9/28/2024 1:18:59 ,28/09/2024 9:18,13.92,1025.74,75.82
2024-09-28T13:34:24Z_18zua9muwbb,18zua9muwbb,9/28/2024 1:34:24 ,28/09/2024 9:34,13.64,1025.65,79.09
2024-09-28T13:49:46Z_18zua9muwbb,18zua9muwbb,9/28/2024 1:49:46 ,28/09/2024 9:49,13.44,1025.75,79.62
2024-09-28T14:05:08Z_18zua9muwbb,18zua9muwbb,9/28/2024 2:05:08 ,28/09/2024 10:05,13.32,1025.78,81.42
2024-09-28T14:20:30Z_18zua9muwbb,18zua9muwbb,9/28/2024 2:20:30 ,28/09/2024 10:20,13.23,1025.75,82.16
2024-09-28T14:35:52Z_18zua9muwbb,18zua9muwbb,9/28/2024 2:35:52 ,28/09/2024 10:35,13.07,1025.65,85.14
2024-09-28T14:51:36Z_18zua9muwbb,18zua9muwbb,9/28/2024 2:51:36 ,28/09/2024 10:51,12.94,1025.75,85.11
2024-09-28T15:07:07Z_18zua9muwbb,18zua9muwbb,9/28/2024 3:07:07 ,28/09/2024 11:07,12.89,1025.74,85.66
2024-09-28T15:22:30Z_18zua9muwbb,18zua9muwbb,9/28/2024 3:22:30 ,28/09/2024 11:22,12.82,1025.68,87.29
2024-09-28T15:38:05Z_18zua9muwbb,18zua9muwbb,9/28/2024 3:38:05 ,28/09/2024 11:38,12.77,1025.66,87.65
2024-09-28T15:53:37Z_18zua9muwbb,18zua9muwbb,9/28/2024 3:53:37 ,28/09/2024 11:53,12.67,1025.71,88.77
2024-09-28T16:08:59Z_18zua9muwbb,18zua9muwbb,9/28/2024 4:08:59 ,29/09/2024 12:08,12.64,1025.67,89.73
2024-09-28T16:24:22Z_18zua9muwbb,18zua9muwbb,9/28/2024 4:24:22 ,29/09/2024 12:24,12.65,1025.62,90.05
2024-09-28T16:40:06Z_18zua9muwbb,18zua9muwbb,9/28/2024 4:40:06 ,29/09/2024 12:40,12.6,1025.6,90.38
2024-09-28T16:55:29Z_18zua9muwbb,18zua9muwbb,9/28/2024 4:55:29 ,29/09/2024 12:55,12.6,1025.64,91.01
2024-09-28T17:10:51Z_18zua9muwbb,18zua9muwbb,9/28/2024 5:10:51 ,29/09/2024 1:10,12.57,1025.51,89.36
2024-09-28T17:26:13Z_18zua9muwbb,18zua9muwbb,9/28/2024 5:26:13 ,29/09/2024 1:26,12.52,1025.4,90.37
2024-09-28T17:41:50Z_18zua9muwbb,18zua9muwbb,9/28/2024 5:41:50 ,29/09/2024 1:41,12.39,1025.31,90.42
2024-09-28T17:57:13Z_18zua9muwbb,18zua9muwbb,9/28/2024 5:57:13 ,29/09/2024 1:57,12.43,1025.17,89.66
2024-09-28T18:12:45Z_18zua9muwbb,18zua9muwbb,9/28/2024 6:12:45 ,29/09/2024 2:12,12.47,1025.13,89.01
2024-09-28T18:28:08Z_18zua9muwbb,18zua9muwbb,9/28/2024 6:28:08 ,29/09/2024 2:28,12.47,1025.15,88.57
2024-09-28T18:43:30Z_18zua9muwbb,18zua9muwbb,9/28/2024 6:43:30 ,29/09/2024 2:43,12.42,1025.08,89.15
2024-09-28T18:58:53Z_18zua9muwbb,18zua9muwbb,9/28/2024 6:58:53 ,29/09/2024 2:58,12.26,1025.05,89.05
2024-09-28T19:14:27Z_18zua9muwbb,18zua9muwbb,9/28/2024 7:14:27 ,29/09/2024 3:14,12.1,1025.23,89.24
2024-09-28T19:29:59Z_18zua9muwbb,18zua9muwbb,9/28/2024 7:29:59 ,29/09/2024 3:29,11.85,1025.13,89.91
2024-09-28T19:45:21Z_18zua9muwbb,18zua9muwbb,9/28/2024 7:45:21 ,29/09/2024 3:45,11.57,1025.11,90.9
2024-09-28T20:00:43Z_18zua9muwbb,18zua9muwbb,9/28/2024 8:00:43 ,29/09/2024 4:00,11.35,1025.11,91.7
2024-09-28T20:16:08Z_18zua9muwbb,18zua9muwbb,9/28/2024 8:16:08 ,29/09/2024 4:16,11.14,1025.21,90.89
2024-09-28T20:31:30Z_18zua9muwbb,18zua9muwbb,9/28/2024 8:31:30 ,29/09/2024 4:31,10.8,1025.35,92.51
2024-09-28T20:46:56Z_18zua9muwbb,18zua9muwbb,9/28/2024 8:46:56 ,29/09/2024 4:46,10.81,1025.55,93.53
2024-09-28T21:02:18Z_18zua9muwbb,18zua9muwbb,9/28/2024 9:02:18 ,29/09/2024 5:02,10.68,1025.69,93.05
2024-09-28T21:17:42Z_18zua9muwbb,18zua9muwbb,9/28/2024 9:17:42 ,29/09/2024 5:17,10.61,1025.83,92.55
2024-09-28T21:33:04Z_18zua9muwbb,18zua9muwbb,9/28/2024 9:33:04 ,29/09/2024 5:33,10.47,1026.18,92.41
2024-09-28T21:48:29Z_18zua9muwbb,18zua9muwbb,9/28/2024 9:48:29 ,29/09/2024 5:48,10.35,1026.07,93.05
2024-09-28T22:03:51Z_18zua9muwbb,18zua9muwbb,9/28/2024 10:03:51 ,29/09/2024 6:03,10.25,1026.32,92.9
2024-09-28T22:19:13Z_18zua9muwbb,18zua9muwbb,9/28/2024 10:19:13 ,29/09/2024 6:19,10.18,1026.54,92.74
2024-09-28T22:34:35Z_18zua9muwbb,18zua9muwbb,9/28/2024 10:34:35 ,29/09/2024 6:34,10.18,1026.68,92.45
2024-09-28T22:50:00Z_18zua9muwbb,18zua9muwbb,9/28/2024 10:50:00 ,29/09/2024 6:50,10.21,1026.85,93.93
2024-09-28T23:05:22Z_18zua9muwbb,18zua9muwbb,9/28/2024 11:05:22 ,29/09/2024 7:05,10.47,1027.1,95.68
2024-09-28T23:20:44Z_18zua9muwbb,18zua9muwbb,9/28/2024 11:20:44 ,29/09/2024 7:20,11.09,1027.18,96.15
2024-09-28T23:36:06Z_18zua9muwbb,18zua9muwbb,9/28/2024 11:36:06 ,29/09/2024 7:36,11.88,1027.27,89.52
2024-09-28T23:51:44Z_18zua9muwbb,18zua9muwbb,9/28/2024 11:51:44 ,29/09/2024 7:51,12.65,1027.45,87.49
2024-09-29T00:07:06Z_18zua9muwbb,18zua9muwbb,9/29/2024 12:07:06 ,29/09/2024 8:07,13.35,1027.49,83.61
2024-09-29T00:22:38Z_18zua9muwbb,18zua9muwbb,9/29/2024 12:22:38 ,29/09/2024 8:22,13.94,1027.48,77.35
2024-09-29T00:38:00Z_18zua9muwbb,18zua9muwbb,9/29/2024 12:38:00 ,29/09/2024 8:38,14.18,1027.59,76.21
2024-09-29T00:53:22Z_18zua9muwbb,18zua9muwbb,9/29/2024 12:53:22 ,29/09/2024 8:53,14.6,1027.52,71.76
2024-09-29T01:08:44Z_18zua9muwbb,18zua9muwbb,9/29/2024 1:08:44 ,29/09/2024 9:08,15.02,1027.63,71.34
2024-09-29T01:24:16Z_18zua9muwbb,18zua9muwbb,9/29/2024 1:24:16 ,29/09/2024 9:24,15.42,1027.55,71.48
2024-09-29T01:39:47Z_18zua9muwbb,18zua9muwbb,9/29/2024 1:39:47 ,29/09/2024 9:39,16.01,1027.63,69.65
2024-09-29T01:55:20Z_18zua9muwbb,18zua9muwbb,9/29/2024 1:55:20 ,29/09/2024 9:55,16.59,1027.65,68.62
2024-09-29T02:10:42Z_18zua9muwbb,18zua9muwbb,9/29/2024 2:10:42 ,29/09/2024 10:10,16.76,1027.45,63.49
2024-09-29T02:26:04Z_18zua9muwbb,18zua9muwbb,9/29/2024 2:26:04 ,29/09/2024 10:26,16.79,1027.28,64.35
2024-09-29T02:29:19Z_18zua9muwbb,18zua9muwbb,9/29/2024 2:29:19 ,29/09/2024 10:29,16.88,1027.31,61.82
2024-09-29T02:44:41Z_18zua9muwbb,18zua9muwbb,9/29/2024 2:44:41 ,29/09/2024 10:44,17.29,1027.19,62.77
2024-09-29T03:00:03Z_18zua9muwbb,18zua9muwbb,9/29/2024 3:00:03 ,29/09/2024 11:00,17.75,1027.06,59.77
2024-09-29T03:15:25Z_18zua9muwbb,18zua9muwbb,9/29/2024 3:15:25 ,29/09/2024 11:15,17.79,1027.04,58.57
2024-09-29T03:30:57Z_18zua9muwbb,18zua9muwbb,9/29/2024 3:30:57 ,29/09/2024 11:30,17.96,1026.87,55.68
2024-09-29T03:46:19Z_18zua9muwbb,18zua9muwbb,9/29/2024 3:46:19 ,29/09/2024 11:46,18.38,1026.59,56.87
2024-09-29T04:01:41Z_18zua9muwbb,18zua9muwbb,9/29/2024 4:01:41 ,29/09/2024 12:01,18.45,1026.3,55.54
2024-09-29T04:17:03Z_18zua9muwbb,18zua9muwbb,9/29/2024 4:17:03 ,29/09/2024 12:17,18.95,1026.19,55.47
2024-09-29T04:48:04Z_18zua9muwbb,18zua9muwbb,9/29/2024 4:48:04 ,29/09/2024 12:48,20.03,1025.72,50.22
2024-09-29T05:03:55Z_18zua9muwbb,18zua9muwbb,9/29/2024 5:03:55 ,29/09/2024 1:03,19.62,1025.47,54.08
2024-09-29T05:19:28Z_18zua9muwbb,18zua9muwbb,9/29/2024 5:19:28 ,29/09/2024 1:19,19.55,1025.36,52.59
2024-09-29T05:34:50Z_18zua9muwbb,18zua9muwbb,9/29/2024 5:34:50 ,29/09/2024 1:34,19.93,1025.2,49.66
2024-09-29T05:50:12Z_18zua9muwbb,18zua9muwbb,9/29/2024 5:50:12 ,29/09/2024 1:50,20.37,1025.12,48.36
2024-09-29T06:21:34Z_18zua9muwbb,18zua9muwbb,9/29/2024 6:21:34 ,29/09/2024 2:21,21.05,1024.97,47.84
2024-09-29T06:36:56Z_18zua9muwbb,18zua9muwbb,9/29/2024 6:36:56 ,29/09/2024 2:36,21.27,1024.94,48.51
2024-09-29T06:52:29Z_18zua9muwbb,18zua9muwbb,9/29/2024 6:52:29 ,29/09/2024 2:52,21.6,1024.97,50.03
2024-09-29T07:07:59Z_18zua9muwbb,18zua9muwbb,9/29/2024 7:07:59 ,29/09/2024 3:07,21.92,1024.84,48.35
2024-09-29T07:23:21Z_18zua9muwbb,18zua9muwbb,9/29/2024 7:23:21 ,29/09/2024 3:23,22.12,1024.86,45.56
2024-09-29T07:38:53Z_18zua9muwbb,18zua9muwbb,9/29/2024 7:38:53 ,29/09/2024 3:38,22.36,1024.77,46.51
2024-09-29T07:54:15Z_18zua9muwbb,18zua9muwbb,9/29/2024 7:54:15 ,29/09/2024 3:54,22.62,1024.7,46.38
2024-09-29T08:09:37Z_18zua9muwbb,18zua9muwbb,9/29/2024 8:09:37 ,29/09/2024 4:09,22.12,1024.74,49.02
2024-09-29T08:25:00Z_18zua9muwbb,18zua9muwbb,9/29/2024 8:25:00 ,29/09/2024 4:25,22.56,1024.7,47.26
2024-09-29T08:40:32Z_18zua9muwbb,18zua9muwbb,9/29/2024 8:40:32 ,29/09/2024 4:40,21.76,1024.68,50.59
2024-09-29T08:55:54Z_18zua9muwbb,18zua9muwbb,9/29/2024 8:55:54 ,29/09/2024 4:55,21.5,1024.73,51.62
2024-09-29T09:11:29Z_18zua9muwbb,18zua9muwbb,9/29/2024 9:11:29 ,29/09/2024 5:11,21.7,1024.83,51.8
2024-09-29T09:27:01Z_18zua9muwbb,18zua9muwbb,9/29/2024 9:27:01 ,29/09/2024 5:27,20.4,1025.03,55.7
2024-09-29T09:42:26Z_18zua9muwbb,18zua9muwbb,9/29/2024 9:42:26 ,29/09/2024 5:42,20.87,1025.02,54.7
2024-09-29T09:57:48Z_18zua9muwbb,18zua9muwbb,9/29/2024 9:57:48 ,29/09/2024 5:57,19.57,1025.19,59.42
2024-09-29T10:13:11Z_18zua9muwbb,18zua9muwbb,9/29/2024 10:13:11 ,29/09/2024 6:13,18.54,1025.34,66.16
2024-09-29T10:28:33Z_18zua9muwbb,18zua9muwbb,9/29/2024 10:28:33 ,29/09/2024 6:28,18.2,1025.42,68.91
2024-09-29T10:43:57Z_18zua9muwbb,18zua9muwbb,9/29/2024 10:43:57 ,29/09/2024 6:43,17.52,1025.62,71.13
2024-09-29T10:59:19Z_18zua9muwbb,18zua9muwbb,9/29/2024 10:59:19 ,29/09/2024 6:59,17.2,1025.86,72.99
2024-09-29T11:14:41Z_18zua9muwbb,18zua9muwbb,9/29/2024 11:14:41 ,29/09/2024 7:14,16.95,1026.04,74.49
2024-09-29T11:30:32Z_18zua9muwbb,18zua9muwbb,9/29/2024 11:30:32 ,29/09/2024 7:30,16.78,1026.17,76.39
2024-09-29T11:46:04Z_18zua9muwbb,18zua9muwbb,9/29/2024 11:46:04 ,29/09/2024 7:46,16.7,1026.13,77.12
2024-09-29T12:01:29Z_18zua9muwbb,18zua9muwbb,9/29/2024 12:01:29 ,29/09/2024 8:01,16.65,1026.2,77.57
2024-09-29T12:16:51Z_18zua9muwbb,18zua9muwbb,9/29/2024 12:16:51 ,29/09/2024 8:16,16.51,1026.43,78.41
2024-09-29T12:32:14Z_18zua9muwbb,18zua9muwbb,9/29/2024 12:32:14 ,29/09/2024 8:32,16.47,1026.52,79.84
2024-09-29T12:47:40Z_18zua9muwbb,18zua9muwbb,9/29/2024 12:47:40 ,29/09/2024 8:47,16.37,1026.56,80.12
2024-09-29T13:03:01Z_18zua9muwbb,18zua9muwbb,9/29/2024 1:03:01 ,29/09/2024 9:03,16.14,1026.49,81.4
2024-09-29T13:18:33Z_18zua9muwbb,18zua9muwbb,9/29/2024 1:18:33 ,29/09/2024 9:18,15.9,1026.49,83.3
2024-09-29T13:33:56Z_18zua9muwbb,18zua9muwbb,9/29/2024 1:33:56 ,29/09/2024 9:33,15.89,1026.29,84.23
2024-09-29T13:49:21Z_18zua9muwbb,18zua9muwbb,9/29/2024 1:49:21 ,29/09/2024 9:49,15.6,1026.33,86.51
2024-09-29T14:04:43Z_18zua9muwbb,18zua9muwbb,9/29/2024 2:04:43 ,29/09/2024 10:04,15.6,1026.14,86.57
2024-09-29T14:20:22Z_18zua9muwbb,18zua9muwbb,9/29/2024 2:20:22 ,29/09/2024 10:20,15.48,1026.01,87.3
2024-09-29T14:35:44Z_18zua9muwbb,18zua9muwbb,9/29/2024 2:35:44 ,29/09/2024 10:35,15.22,1025.87,88.81
2024-09-29T14:51:23Z_18zua9muwbb,18zua9muwbb,9/29/2024 2:51:23 ,29/09/2024 10:51,14.75,1025.84,91.31
2024-09-29T15:06:45Z_18zua9muwbb,18zua9muwbb,9/29/2024 3:06:45 ,29/09/2024 11:06,14.68,1025.71,91.99
2024-09-29T15:22:23Z_18zua9muwbb,18zua9muwbb,9/29/2024 3:22:23 ,29/09/2024 11:22,14.72,1025.66,91.32
2024-09-29T15:37:45Z_18zua9muwbb,18zua9muwbb,9/29/2024 3:37:45 ,29/09/2024 11:37,14.6,1025.54,91.48
2024-09-29T15:53:07Z_18zua9muwbb,18zua9muwbb,9/29/2024 3:53:07 ,29/09/2024 11:53,14.47,1025.49,90.43
2024-09-29T16:08:38Z_18zua9muwbb,18zua9muwbb,9/29/2024 4:08:38 ,30/09/2024 12:08,14.26,1025.49,91.53
2024-09-29T16:24:00Z_18zua9muwbb,18zua9muwbb,9/29/2024 4:24:00 ,30/09/2024 12:24,14.06,1025.34,91.64
2024-09-29T16:39:22Z_18zua9muwbb,18zua9muwbb,9/29/2024 4:39:22 ,30/09/2024 12:39,13.9,1025.21,92.17
2024-09-29T16:54:45Z_18zua9muwbb,18zua9muwbb,9/29/2024 4:54:45 ,30/09/2024 12:54,13.69,1025.08,92.2
2024-09-29T17:10:07Z_18zua9muwbb,18zua9muwbb,9/29/2024 5:10:07 ,30/09/2024 1:10,13.39,1024.9,92.86
2024-09-29T17:25:29Z_18zua9muwbb,18zua9muwbb,9/29/2024 5:25:29 ,30/09/2024 1:25,13.31,1024.61,93.72
2024-09-29T17:40:53Z_18zua9muwbb,18zua9muwbb,9/29/2024 5:40:53 ,30/09/2024 1:40,13.07,1024.44,94.53
2024-09-29T17:56:32Z_18zua9muwbb,18zua9muwbb,9/29/2024 5:56:32 ,30/09/2024 1:56,12.92,1024.37,94.38
2024-09-29T18:12:04Z_18zua9muwbb,18zua9muwbb,9/29/2024 6:12:04 ,30/09/2024 2:12,12.71,1024.29,95.86
2024-09-29T18:27:26Z_18zua9muwbb,18zua9muwbb,9/29/2024 6:27:26 ,30/09/2024 2:27,12.48,1024.14,97.69
2024-09-29T18:42:48Z_18zua9muwbb,18zua9muwbb,9/29/2024 6:42:48 ,30/09/2024 2:42,12.5,1024.11,98.16
2024-09-29T18:58:10Z_18zua9muwbb,18zua9muwbb,9/29/2024 6:58:10 ,30/09/2024 2:58,12.4,1024.03,97.99
2024-09-29T19:13:43Z_18zua9muwbb,18zua9muwbb,9/29/2024 7:13:43 ,30/09/2024 3:13,12.22,1023.93,97.64
2024-09-29T19:29:05Z_18zua9muwbb,18zua9muwbb,9/29/2024 7:29:05 ,30/09/2024 3:29,12.11,1023.99,98.88
2024-09-29T19:44:27Z_18zua9muwbb,18zua9muwbb,9/29/2024 7:44:27 ,30/09/2024 3:44,12.19,1023.91,100
2024-09-29T19:59:50Z_18zua9muwbb,18zua9muwbb,9/29/2024 7:59:50 ,30/09/2024 3:59,12.18,1024.18,99.43
2024-09-29T20:15:27Z_18zua9muwbb,18zua9muwbb,9/29/2024 8:15:27 ,30/09/2024 4:15,12.03,1024.16,100
2024-09-29T20:30:53Z_18zua9muwbb,18zua9muwbb,9/29/2024 8:30:53 ,30/09/2024 4:30,11.85,1024.2,100
2024-09-29T20:46:15Z_18zua9muwbb,18zua9muwbb,9/29/2024 8:46:15 ,30/09/2024 4:46,11.68,1024.25,99.03
2024-09-29T21:01:48Z_18zua9muwbb,18zua9muwbb,9/29/2024 9:01:48 ,30/09/2024 5:01,11.59,1024.27,100
2024-09-29T21:17:11Z_18zua9muwbb,18zua9muwbb,9/29/2024 9:17:11 ,30/09/2024 5:17,11.5,1024.32,100
2024-09-29T21:32:32Z_18zua9muwbb,18zua9muwbb,9/29/2024 9:32:32 ,30/09/2024 5:32,11.46,1024.42,99.72
2024-09-29T21:47:54Z_18zua9muwbb,18zua9muwbb,9/29/2024 9:47:54 ,30/09/2024 5:47,11.31,1024.41,97.98
2024-09-29T22:03:16Z_18zua9muwbb,18zua9muwbb,9/29/2024 10:03:16 ,30/09/2024 6:03,11.18,1024.58,100
2024-09-29T22:18:48Z_18zua9muwbb,18zua9muwbb,9/29/2024 10:18:48 ,30/09/2024 6:18,11.22,1024.71,100
2024-09-29T22:34:10Z_18zua9muwbb,18zua9muwbb,9/29/2024 10:34:10 ,30/09/2024 6:34,11.3,1024.74,100
2024-09-29T22:49:32Z_18zua9muwbb,18zua9muwbb,9/29/2024 10:49:32 ,30/09/2024 6:49,11.52,1024.79,100
2024-09-29T23:05:10Z_18zua9muwbb,18zua9muwbb,9/29/2024 11:05:10 ,30/09/2024 7:05,11.82,1024.95,100
2024-09-29T23:20:33Z_18zua9muwbb,18zua9muwbb,9/29/2024 11:20:33 ,30/09/2024 7:20,12.42,1025.12,100
2024-09-29T23:36:05Z_18zua9muwbb,18zua9muwbb,9/29/2024 11:36:05 ,30/09/2024 7:36,12.63,1025.13,100
2024-09-29T23:51:27Z_18zua9muwbb,18zua9muwbb,9/29/2024 11:51:27 ,30/09/2024 7:51,13.56,1024.88,100
2024-09-30T00:07:02Z_18zua9muwbb,18zua9muwbb,9/30/2024 12:07:02 ,30/09/2024 8:07,14.53,1024.89,100
2024-09-30T00:22:59Z_18zua9muwbb,18zua9muwbb,9/30/2024 12:22:59 ,30/09/2024 8:22,15.19,1024.82,91.24
2024-09-30T00:38:31Z_18zua9muwbb,18zua9muwbb,9/30/2024 12:38:31 ,30/09/2024 8:38,15.56,1024.82,90.38
2024-09-30T00:54:03Z_18zua9muwbb,18zua9muwbb,9/30/2024 12:54:03 ,30/09/2024 8:54,16.04,1024.86,85.23
2024-09-30T01:09:26Z_18zua9muwbb,18zua9muwbb,9/30/2024 1:09:26 ,30/09/2024 9:09,16.22,1024.79,81.2
2024-09-30T01:25:07Z_18zua9muwbb,18zua9muwbb,9/30/2024 1:25:07 ,30/09/2024 9:25,16.59,1024.73,75.31
2024-09-30T01:40:29Z_18zua9muwbb,18zua9muwbb,9/30/2024 1:40:29 ,30/09/2024 9:40,17.19,1024.49,71.29
2024-09-30T01:55:52Z_18zua9muwbb,18zua9muwbb,9/30/2024 1:55:52 ,30/09/2024 9:55,17.57,1024.35,67.74
2024-09-30T02:11:30Z_18zua9muwbb,18zua9muwbb,9/30/2024 2:11:30 ,30/09/2024 10:11,17.95,1024.16,70.24
2024-09-30T02:27:02Z_18zua9muwbb,18zua9muwbb,9/30/2024 2:27:02 ,30/09/2024 10:27,18.36,1023.87,68.27
2024-09-30T02:29:32Z_18zua9muwbb,18zua9muwbb,9/30/2024 2:29:32 ,30/09/2024 10:29,18.39,1023.85,66.13
2024-09-30T02:45:04Z_18zua9muwbb,18zua9muwbb,9/30/2024 2:45:04 ,30/09/2024 10:45,18.73,1023.6,64.35
2024-09-30T03:00:30Z_18zua9muwbb,18zua9muwbb,9/30/2024 3:00:30 ,30/09/2024 11:00,19.13,1023.29,61.54
2024-09-30T03:15:56Z_18zua9muwbb,18zua9muwbb,9/30/2024 3:15:56 ,30/09/2024 11:15,19.59,1023.12,59.62
2024-09-30T03:31:18Z_18zua9muwbb,18zua9muwbb,9/30/2024 3:31:18 ,30/09/2024 11:31,19.84,1022.71,54.01
2024-09-30T03:46:39Z_18zua9muwbb,18zua9muwbb,9/30/2024 3:46:39 ,30/09/2024 11:46,20.59,1022.44,51.69
2024-09-30T04:02:01Z_18zua9muwbb,18zua9muwbb,9/30/2024 4:02:01 ,30/09/2024 12:02,21.02,1022.2,45.34
2024-09-30T04:17:46Z_18zua9muwbb,18zua9muwbb,9/30/2024 4:17:46 ,30/09/2024 12:17,21.48,1021.94,44.24
2024-09-30T04:33:08Z_18zua9muwbb,18zua9muwbb,9/30/2024 4:33:08 ,30/09/2024 12:33,21.7,1021.77,43.33
2024-09-30T04:48:32Z_18zua9muwbb,18zua9muwbb,9/30/2024 4:48:32 ,30/09/2024 12:48,22.26,1021.42,43.68
2024-09-30T05:19:38Z_18zua9muwbb,18zua9muwbb,9/30/2024 5:19:38 ,30/09/2024 1:19,23.37,1021.12,41.72
2024-09-30T05:35:00Z_18zua9muwbb,18zua9muwbb,9/30/2024 5:35:00 ,30/09/2024 1:35,23.79,1020.77,38.14
2024-09-30T06:06:02Z_18zua9muwbb,18zua9muwbb,9/30/2024 6:06:02 ,30/09/2024 2:06,24.96,1020.52,35.93
2024-09-30T06:21:23Z_18zua9muwbb,18zua9muwbb,9/30/2024 6:21:23 ,30/09/2024 2:21,25.23,1020.44,35.87
2024-09-30T06:36:46Z_18zua9muwbb,18zua9muwbb,9/30/2024 6:36:46 ,30/09/2024 2:36,24.96,1020.21,40.78
2024-09-30T06:52:09Z_18zua9muwbb,18zua9muwbb,9/30/2024 6:52:09 ,30/09/2024 2:52,25.02,1020.08,41.36
2024-09-30T07:07:48Z_18zua9muwbb,18zua9muwbb,9/30/2024 7:07:48 ,30/09/2024 3:07,25.19,1019.99,41.09
2024-09-30T07:23:26Z_18zua9muwbb,18zua9muwbb,9/30/2024 7:23:26 ,30/09/2024 3:23,25.63,1019.88,40.13
2024-09-30T07:38:50Z_18zua9muwbb,18zua9muwbb,9/30/2024 7:38:50 ,30/09/2024 3:38,24.97,1019.89,40.22
2024-09-30T07:54:22Z_18zua9muwbb,18zua9muwbb,9/30/2024 7:54:22 ,30/09/2024 3:54,25.11,1019.86,40.41
2024-09-30T08:09:45Z_18zua9muwbb,18zua9muwbb,9/30/2024 8:09:45 ,30/09/2024 4:09,24.68,1020.03,41.1
2024-09-30T08:25:17Z_18zua9muwbb,18zua9muwbb,9/30/2024 8:25:17 ,30/09/2024 4:25,24.95,1019.95,40.72
2024-09-30T08:40:39Z_18zua9muwbb,18zua9muwbb,9/30/2024 8:40:39 ,30/09/2024 4:40,24.44,1020.03,42.03
2024-09-30T08:56:11Z_18zua9muwbb,18zua9muwbb,9/30/2024 8:56:11 ,30/09/2024 4:56,23.7,1020.12,43.15
2024-09-30T09:11:34Z_18zua9muwbb,18zua9muwbb,9/30/2024 9:11:34 ,30/09/2024 5:11,23.55,1020.14,42.22
2024-09-30T09:26:56Z_18zua9muwbb,18zua9muwbb,9/30/2024 9:26:56 ,30/09/2024 5:26,22.79,1020.13,44.86
2024-09-30T09:42:18Z_18zua9muwbb,18zua9muwbb,9/30/2024 9:42:18 ,30/09/2024 5:42,22.7,1020.28,45.8
2024-09-30T09:57:56Z_18zua9muwbb,18zua9muwbb,9/30/2024 9:57:56 ,30/09/2024 5:57,21.55,1020.23,48.4
2024-09-30T10:13:28Z_18zua9muwbb,18zua9muwbb,9/30/2024 10:13:28 ,30/09/2024 6:13,20.68,1020.29,49.9
2024-09-30T10:28:54Z_18zua9muwbb,18zua9muwbb,9/30/2024 10:28:54 ,30/09/2024 6:28,19.95,1020.25,51.75
2024-09-30T10:44:19Z_18zua9muwbb,18zua9muwbb,9/30/2024 10:44:19 ,30/09/2024 6:44,19.31,1020.28,55.3
2024-09-30T10:59:42Z_18zua9muwbb,18zua9muwbb,9/30/2024 10:59:42 ,30/09/2024 6:59,19.04,1020.35,57.07
2024-09-30T11:15:20Z_18zua9muwbb,18zua9muwbb,9/30/2024 11:15:20 ,30/09/2024 7:15,18.71,1020.48,59.72
2024-09-30T11:30:45Z_18zua9muwbb,18zua9muwbb,9/30/2024 11:30:45 ,30/09/2024 7:30,18.25,1020.54,62.85
2024-09-30T11:46:16Z_18zua9muwbb,18zua9muwbb,9/30/2024 11:46:16 ,30/09/2024 7:46,17.95,1020.73,63.82
2024-09-30T12:01:39Z_18zua9muwbb,18zua9muwbb,9/30/2024 12:01:39 ,30/09/2024 8:01,17.62,1020.65,65.96
2024-09-30T12:17:08Z_18zua9muwbb,18zua9muwbb,9/30/2024 12:17:08 ,30/09/2024 8:17,17.35,1020.69,67.1
2024-09-30T12:32:31Z_18zua9muwbb,18zua9muwbb,9/30/2024 12:32:31 ,30/09/2024 8:32,17.05,1020.75,68.04
2024-09-30T12:47:53Z_18zua9muwbb,18zua9muwbb,9/30/2024 12:47:53 ,30/09/2024 8:47,16.96,1020.61,68.74
2024-09-30T13:03:15Z_18zua9muwbb,18zua9muwbb,9/30/2024 1:03:15 ,30/09/2024 9:03,16.71,1020.53,70.87
2024-09-30T13:18:46Z_18zua9muwbb,18zua9muwbb,9/30/2024 1:18:46 ,30/09/2024 9:18,16.64,1020.54,71.6
2024-09-30T13:34:11Z_18zua9muwbb,18zua9muwbb,9/30/2024 1:34:11 ,30/09/2024 9:34,16.52,1020.38,72.79
2024-09-30T13:49:34Z_18zua9muwbb,18zua9muwbb,9/30/2024 1:49:34 ,30/09/2024 9:49,16.27,1020.12,73.37
2024-09-30T14:05:07Z_18zua9muwbb,18zua9muwbb,9/30/2024 2:05:07 ,30/09/2024 10:05,16.07,1020.04,74.88
2024-09-30T14:20:46Z_18zua9muwbb,18zua9muwbb,9/30/2024 2:20:46 ,30/09/2024 10:20,16,1019.81,75.71
